id,event,date,fighter_name,fighter_weight,fighter_height,fighter_reach,fighter_dob,fighter_kd_differential,fighter_str_differential,fighter_td_differential,fighter_sub_differential,fighter_winrate,fighter_winstreak,fighter_losestreak,fighter_totalfights,fighter_totalwins,fighter_record,fighter_titlefights,fighter_titlewins,fighter_age_deviation,fighter_elo,fighter_opp_avg_elo,opponent_name,opponent_weight,opponent_height,opponent_reach,opponent_dob,opponent_kd_differential,opponent_str_differential,opponent_td_differential,opponent_sub_differential,opponent_winrate,opponent_winstreak,opponent_losestreak,opponent_totalfights,opponent_totalwins,opponent_record,opponent_titlefights,opponent_titlewins,opponent_age_deviation,opponent_elo,opponent_opp_avg_elo,result,method,round,time
53,UFC 6: Clash of the Titans,"Jul. 14, 1995",John Matua,400 lbs.,"6' 2""",--,--,-2,-7,0,0,0.0,0,1,1,0,1-4-0,0,0,1825.0,984.0540650123213,1017.119946281764,David Abbott,265 lbs.,"6' 0""",--,--,0.6666666666666666,11,1,-1,0.6666666666666666,2,0,3,2,10-15-0,1,0,1825.0,1017.119946281764,997.6150876530291,loss,KO/TKO,1,0:20
54,UFC 6: Clash of the Titans,"Jul. 14, 1995",Dan Severn,250 lbs.,"6' 2""",--,"Jun 08, 1958",0,0.5,1.2,0.4,0.9,8,0,10,9,101-19-1,3,2,4327.0,1116.758529490986,1012.0509317150521,Ken Shamrock,205 lbs.,"6' 1""","72""","Feb 11, 1964",0,1.8888888888888888,0.7777777777777778,0.4444444444444444,0.6666666666666666,6,0,9,6,28-17-2,1,0,2253.0,1069.7199225399738,1021.2649836361829,loss,SUB,1,2:14
55,UFC 6: Clash of the Titans,"Jul. 14, 1995",Patrick Smith,225 lbs.,"6' 2""",--,"Aug 28, 1963",0.125,2.875,-0.125,0,0.625,5,0,8,5,20-17-0,1,0,2518.0,1040.06308257512,1006.7879834905466,Rudyard Moncayo,195 lbs.,"5' 10""",--,--,-1,-6,-2,-1,0.0,0,1,1,0,0-3-0,0,0,1825.0,985.1595069255588,1040.06308257512,win,SUB,1,1:08
56,UFC 6: Clash of the Titans,"Jul. 14, 1995",Joel Sutton,205 lbs.,"5' 11""",--,--,0,0,0,0,1.0,1,0,1,1,2-4-1,0,0,1825.0,1016.0,984.0,Jack McGlaughlin,--,--,--,--,0,0,0,0,0.0,0,1,1,0,1-4-0,0,0,1825.0,984.0,1016.0,win,KO/TKO,1,2:01
57,UFC 6: Clash of the Titans,"Jul. 14, 1995",Oleg Taktarov,210 lbs.,"6' 0""",--,"Aug 26, 1967",0,-5.714285714285714,-0.7142857142857143,1,0.7142857142857143,5,0,7,5,17-5-2,1,1,1059.0,1055.4047192624785,1021.294990905612,David Abbott,265 lbs.,"6' 0""",--,--,1,10,0.75,-0.75,0.75,3,0,4,3,10-15-0,1,0,1825.0,1031.6017870207286,990.6043718081111,win,SUB,1,17:45
58,UFC 6: Clash of the Titans,"Jul. 14, 1995",Paul Varelans,300 lbs.,"6' 8""",--,--,0,-13,-1,0,0.0,0,1,1,0,9-9-0,0,0,1825.0,983.2847777474942,1001.1740112940853,David Abbott,265 lbs.,"6' 0""",--,--,0.8,10.6,1,-1.2,0.6,0,1,5,3,10-15-0,2,0,1825.0,1016.6962407612889,1006.5455505508726,loss,KO/TKO,1,1:53
59,UFC 6: Clash of the Titans,"Jul. 14, 1995",Cal Worsham,230 lbs.,"5' 11""",--,--,-1,1,0,0,0.0,0,1,1,0,13-10-0,0,0,1825.0,982.567891304253,986.2508155563484,Paul Varelans,300 lbs.,"6' 8""",--,--,0.3333333333333333,-9,-0.6666666666666666,0,0.3333333333333333,1,0,3,1,9-9-0,0,0,1825.0,986.2508155563484,1004.9680714155066,loss,KO/TKO,1,1:02
60,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",Mark Hall,190 lbs.,"6' 0""",--,--,0,0,-1,-2,0.0,0,1,1,0,5-6-0,0,0,1825.0,984.0958424374642,1017.9853745416079,Harold Howard,240 lbs.,"6' 2""",--,--,0.5,1,-1,0.5,0.5,1,0,4,2,1-3-0,2,0,1825.0,1001.3386091039505,999.4812710256318,win,KO/TKO,1,1:41
61,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",David Hood,200 lbs.,"6' 0""",--,--,0,1,0,-2,0.0,0,1,1,0,1-3-0,0,0,1825.0,984.0,1016.0,Scott Bessac,245 lbs.,"6' 4""",--,--,0,-1,0,2,1.0,1,0,1,1,4-6-0,0,0,1825.0,1016.0,984.0,loss,SUB,1,0:31
62,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",Remco Pardoel,260 lbs.,"6' 3""",--,--,0,2.4,0.2,0,0.6,2,0,5,3,9-6-1 (2 NC),0,0,1825.0,1026.9693015542166,1044.6173330023325,Marco Ruas,210 lbs.,"6' 1""",--,"Jan 23, 1961",0,-5,1,2,1.0,1,0,1,1,9-4-2,0,0,3521.0,1014.500659054333,952.8457603890937,loss,SUB,1,12:27
63,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",Ryan Parker,235 lbs.,"6' 3""",--,--,0,0,-1,-1,0.0,0,1,1,0,0-1-0,0,0,1825.0,984.4785805593269,1025.9167651702846,Remco Pardoel,260 lbs.,"6' 3""",--,--,0,1.4285714285714286,0.42857142857142855,0.14285714285714285,0.5714285714285714,1,0,7,4,9-6-1 (2 NC),0,0,1825.0,1025.9167651702846,1034.091408635704,loss,SUB,1,3:05
64,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",Onassis Parungao,200 lbs.,"5' 11""",--,--,0,0,0,0,1.0,1,0,1,1,2-1-0,0,0,1825.0,1016.0,984.0,Francesco Maturi,--,--,--,--,0,0,0,0,0.0,0,1,1,0,0-1-0,0,0,1825.0,984.0,1016.0,win,KO/TKO,1,5:26
65,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",Marco Ruas,210 lbs.,"6' 1""",--,"Jan 23, 1961",0,-1.5,0,1,1.0,2,0,2,2,9-4-2,0,0,3521.0,1031.074614878938,981.6205530593527,Paul Varelans,300 lbs.,"6' 8""",--,--,0.3333333333333333,-4,0,0.3333333333333333,0.6666666666666666,4,0,6,4,9-9-0,0,0,1825.0,1033.157856477228,991.7608441049821,win,KO/TKO,1,13:17
66,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",Marco Ruas,210 lbs.,"6' 1""",--,"Jan 23, 1961",0.3333333333333333,6.666666666666667,0,0.3333333333333333,1.0,3,0,3,3,9-4-2,1,1,3521.0,1047.170550550214,993.4343423082191,Larry Cureton,240 lbs.,"6' 2""",--,--,0,-0.3333333333333333,-1,-1.3333333333333333,0.0,0,3,3,0,0-2-0,0,0,1825.0,952.8457603890937,1005.3947047366382,win,SUB,1,3:23
67,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",Ken Shamrock,205 lbs.,"6' 1""","72""","Feb 11, 1964",0,1.7,0.7,0.6,0.7,7,0,10,7,28-17-2,2,1,2351.0,1087.8729913059472,1028.999031345066,Oleg Taktarov,210 lbs.,"6' 0""",--,"Aug 26, 1967",0,-6.625,-0.875,1.25,0.75,6,0,8,6,17-5-2,2,2,1059.0,1070.3102655219182,1020.7201471375716,draw,Other,2,3:00
68,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",Joel Sutton,205 lbs.,"5' 11""",--,--,0,0,0,0,1.0,3,0,3,3,2-4-1,0,0,1825.0,1045.1281248226185,979.6239583924604,Geza Kalman,200 lbs.,"6' 1""",--,--,0,0,0,0,0.0,0,1,1,0,4-9-0,0,0,1825.0,985.4023736484061,1045.1281248226185,win,KO/TKO,1,0:48
69,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",Paul Varelans,300 lbs.,"6' 8""",--,--,0.14285714285714285,-6.714285714285714,0,0.42857142857142855,0.5714285714285714,0,1,7,4,9-9-0,1,0,1825.0,1017.061920805952,999.676516454301,Mark Hall,190 lbs.,"6' 0""",--,--,0,-1.5,-1,-1,0.5,1,0,2,1,5-6-0,0,0,1825.0,1000.8892499052897,1001.2652880888663,win,SUB,1,1:01
70,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",Paul Varelans,300 lbs.,"6' 8""",--,--,0.125,-5.875,0.125,0.625,0.625,1,0,8,5,9-9-0,1,0,1825.0,1032.317679245737,997.9211383307014,Gerry Harris,270 lbs.,"6' 8""",--,--,0,-4,-1,0,0.0,0,1,1,0,1-4-0,0,0,1825.0,984.8275180643798,1033.157856477228,win,KO/TKO,1,1:05
71,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",David Abbott,265 lbs.,"6' 0""",--,--,0.6666666666666666,11,1,-1,0.6666666666666666,1,0,6,4,10-15-0,2,0,1825.0,1031.162311648182,1000.2577432691606,Dan Severn,250 lbs.,"6' 2""",--,"Jun 08, 1958",0,0.45454545454545453,1.0909090909090908,0.18181818181818182,0.8181818181818182,0,1,11,9,101-19-1,4,2,4425.0,1098.6054607250126,1018.9438462233153,loss,U-DEC,1,18:00
72,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",David Abbott,265 lbs.,"6' 0""",--,--,0.5714285714285714,1.7142857142857142,0.7142857142857143,-0.8571428571428571,0.5714285714285714,0,1,7,4,10-15-0,2,0,1825.0,1018.2297514034829,1016.1549257978107,Steve Jennum,215 lbs.,"5' 10""",--,--,0,8,1.5,0,1.0,4,0,4,4,2-3-0,2,2,1825.0,1059.1052637014889,981.7671154445919,win,SUB,1,1:14
73,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",Dave Beneteau,250 lbs.,"6' 2""",--,--,0,6.428571428571429,0.42857142857142855,-0.42857142857142855,0.5714285714285714,0,2,7,4,6-5-1,2,0,1825.0,1016.8476379144926,1017.7427381286374,Oleg Taktarov,210 lbs.,"6' 0""",--,"Aug 26, 1967",0,-8.666666666666666,-0.8888888888888888,1,0.6666666666666666,6,0,9,6,17-5-2,3,2,1115.0,1071.1183707442449,1028.0917847982437,loss,SUB,1,1:15
74,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",Scott Bessac,245 lbs.,"6' 4""",--,--,0,-1,0,2,1.0,2,0,2,2,4-6-0,0,0,1825.0,1030.5304984710244,976.7347507644877,Joe Charles,260 lbs.,"6' 1""",--,--,0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0,1,3,2,6-13-0,0,0,1825.0,1017.2818218478174,1019.6752936218091,loss,SUB,1,4:38
75,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",Keith Hackney,200 lbs.,"5' 11""",--,--,0.4,15,-0.4,-0.6,0.8,2,0,5,4,2-2-0,0,0,1825.0,1049.6694541742568,1019.5949067586231,Marco Ruas,210 lbs.,"6' 1""",--,"Jan 23, 1961",0.25,3.75,0.25,0.75,1.0,4,0,4,4,9-4-2,1,1,3521.0,1058.930400021063,980.3472344607255,loss,SUB,1,2:39
76,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",Mark Hall,190 lbs.,"6' 0""",--,--,0,-1,-1,-1.3333333333333333,0.3333333333333333,0,1,3,1,5-6-0,0,0,1825.0,985.6334914655046,1011.6160851411565,Trent Jenkins,185 lbs.,"6' 2""",--,--,0,-2,-1,-1,0.0,0,2,2,0,0-4-0,0,0,1825.0,969.4695015289755,1023.2652492355122,win,SUB,1,5:29
77,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",Marco Ruas,210 lbs.,"6' 1""",--,"Jan 23, 1961",0.2,4.2,0.4,0.8,1.0,5,0,5,5,9-4-2,1,1,3620.0,1074.5040186800543,991.0969546716335,Oleg Taktarov,210 lbs.,"6' 0""",--,"Aug 26, 1967",0,-8,-0.8,1.1,0.7,7,0,10,7,17-5-2,3,2,1214.0,1084.6392416696976,1025.6152830173232,loss,U-DEC,1,18:00
78,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",Dan Severn,250 lbs.,"6' 2""",--,"Jun 08, 1958",0,4.916666666666667,1.0833333333333333,0.16666666666666666,0.8333333333333334,1,0,12,10,101-19-1,4,2,4580.0,1111.5380209697116,1018.8843383216627,Oleg Taktarov,210 lbs.,"6' 0""",--,"Aug 26, 1967",0,-8,-0.7272727272727273,1.0909090909090908,0.7272727272727273,8,0,11,8,17-5-2,3,2,1214.0,1100.1726297535165,1028.647587342679,win,U-DEC,2,3:00
79,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",Dan Severn,250 lbs.,"6' 2""",--,"Jun 08, 1958",0,5.769230769230769,1,0.07692307692307693,0.8461538461538461,2,0,13,11,101-19-1,5,3,4580.0,1127.0148119754413,1023.9467614313645,Paul Varelans,300 lbs.,"6' 8""",--,--,0.1111111111111111,-4.777777777777778,0.2222222222222222,0.5555555555555556,0.6666666666666666,2,0,9,6,9-9-0,1,0,1825.0,1046.1441957784825,994.9300120196939,win,SUB,1,1:01
80,UFC 8: David vs Goliath,"Feb. 16, 1996",Scott Ferrozzo,323 lbs.,"5' 11""",--,"Apr 26, 1965",0,2,2,0,0.0,0,1,1,0,4-2-0,0,0,2128.0,983.263693206478,1000.736306793522,Jerry Bohlander,199 lbs.,"5' 11""",--,"Feb 12, 1974",0,-2,-1.5,-0.5,0.5,1,0,2,1,11-4-0,0,0,1086.0,1000.736306793522,999.631846603239,loss,SUB,1,9:03
81,UFC 8: David vs Goliath,"Feb. 16, 1996",Don Frye,219 lbs.,"6' 1""",--,"Nov 23, 1965",0,5,1,0,1.0,1,0,1,1,20-9-1 (1 NC),0,0,1917.0,1016.0,984.0,Gary Goodridge,249 lbs.,"6' 3""",--,"Jan 17, 1966",0,2,1,1,1.0,1,0,1,1,23-22-1,0,0,1862.0,1016.0,984.0,win,KO/TKO,1,2:14
82,UFC 8: David vs Goliath,"Feb. 16, 1996",Don Frye,219 lbs.,"6' 1""",--,"Nov 23, 1965",0,7.5,0,0,1.0,2,0,2,2,20-9-1 (1 NC),1,1,1917.0,1032.0,992.0,Sam Adkins,225 lbs.,"6' 3""",--,"Apr 26, 1965",0,-2.5,-0.5,0,0.5,1,0,2,1,7-20-2,0,0,2128.0,1000.736306793522,999.631846603239,win,KO/TKO,1,0:48
83,UFC 8: David vs Goliath,"Feb. 16, 1996",Gary Goodridge,249 lbs.,"6' 3""",--,"Jan 17, 1966",0,-4,1,0.5,0.5,0,1,2,1,23-22-1,1,0,1862.0,1000.0,1008.0,Jerry Bohlander,199 lbs.,"5' 11""",--,"Feb 12, 1974",0,-2,-1.6666666666666667,-0.3333333333333333,0.6666666666666666,2,0,3,2,11-4-0,0,0,1086.0,1015.9323408595197,989.1104507823194,win,KO/TKO,1,5:31
84,UFC 8: David vs Goliath,"Feb. 16, 1996",Paul Herrera,185 lbs.,"5' 10""",--,--,0,-8,-1,0,0.0,0,1,1,0,1-1-0,0,0,1825.0,984.7699969601694,1031.963200585532,Gary Goodridge,249 lbs.,"6' 3""",--,"Jan 17, 1966",0,0.5,1,0.5,0.75,2,0,4,3,23-22-1,1,0,1862.0,1031.963200585532,999.9922850684969,loss,KO/TKO,1,0:13
85,UFC 8: David vs Goliath,"Feb. 16, 1996",Kimo Leopoldo,235 lbs.,"6' 3""",--,"Jan 05, 1968",0,4,1,-1,0.0,0,2,2,0,10-7-1,0,0,619.0,981.8109165780647,1164.9444807084233,Ken Shamrock,205 lbs.,"6' 1""","72""","Feb 11, 1964",0,3.8181818181818183,0.7272727272727273,0.6363636363636364,0.6363636363636364,7,0,11,7,28-17-2,3,1,2407.0,1087.0648860836204,1032.8280621995368,loss,SUB,1,4:24
86,UFC 8: David vs Goliath,"Feb. 16, 1996",Keith Mielke,185 lbs.,"5' 8""",--,--,0,0,0,0,0.0,0,1,1,0,0-5-0,0,0,1825.0,983.263693206478,1000.736306793522,Sam Adkins,225 lbs.,"6' 3""",--,"Apr 26, 1965",0,-3.3333333333333335,-0.6666666666666666,0,0.3333333333333333,0,1,3,1,7-20-2,0,0,2128.0,986.1721796717983,1015.2759401094005,loss,KO/TKO,1,0:50
87,UFC 8: David vs Goliath,"Feb. 16, 1996",Thomas Ramirez,410 lbs.,"6' 1""",--,--,-1,-2,0,0,0.0,0,1,1,0,0-1-0,0,0,1825.0,986.1316099077264,1060.4325172139972,Don Frye,219 lbs.,"6' 1""",--,"Nov 23, 1965",0.25,5.5,0.25,0,1.0,4,0,4,4,20-9-1 (1 NC),1,1,1917.0,1060.4325172139972,989.0759473948813,loss,KO/TKO,1,0:08
88,UFC 8: David vs Goliath,"Feb. 16, 1996",Paul Varelans,300 lbs.,"6' 8""",--,--,0.09090909090909091,-4.090909090909091,0.09090909090909091,0.2727272727272727,0.6363636363636364,1,0,11,7,9-9-0,1,0,1825.0,1048.2508191473064,1007.2071178894421,Joe Moreira,195 lbs.,"5' 11""",--,--,0,3,0,0,0.0,0,1,1,0,2-2-0,0,0,1825.0,985.5517738268303,1048.2508191473064,win,U-DEC,1,10:00
89,UFC 9: Motor City Madness,"May. 17, 1996",Rafael Carino,245 lbs.,"6' 8""",--,--,0,8,1,0,1.0,1,0,1,1,2-1-1,0,0,1825.0,1016.0,984.0,Matt Andersen,230 lbs.,"6' 2""",--,"May 29, 1971",0,-8,-1,0,0.0,0,1,1,0,14-8-1,0,0,5.0,984.0,1016.0,win,KO/TKO,1,5:32
90,UFC 9: Motor City Madness,"May. 17, 1996",Zane Frazier,250 lbs.,"6' 5""",--,--,-2,-3,0,0,0.0,0,2,2,0,4-11-0,0,0,1825.0,968.6687643190155,1014.9308670760045,Cal Worsham,230 lbs.,"5' 11""",--,--,-1,1,0,0,0.0,0,2,2,0,13-10-0,0,0,1825.0,966.7374898815292,994.1660162677102,loss,KO/TKO,1,3:14
91,UFC 9: Motor City Madness,"May. 17, 1996",Don Frye,219 lbs.,"6' 1""",--,"Nov 23, 1965",0.3333333333333333,11.333333333333334,0.3333333333333333,0,1.0,6,0,6,6,20-9-1 (1 NC),1,1,2008.0,1085.7461620658692,986.1869591058966,Amaury Bitetti,185 lbs.,"5' 9""",--,--,0,-44,-1,0,0.0,0,1,1,0,5-2-0,0,0,1825.0,987.3158974937882,1085.7461620658692,win,KO/TKO,1,9:30
92,UFC 9: Motor City Madness,"May. 17, 1996",Koji Kitao,350 lbs.,"6' 7""",--,"Oct 12, 1963",0,-2,1,0,0.0,0,1,1,0,1-2-0,0,0,2781.0,984.0409697523975,1016.8486790615569,Mark Hall,190 lbs.,"6' 0""",--,--,0,-0.2,-0.8,-0.8,0.6,2,0,5,3,5-6-0,0,0,1825.0,1016.8486790615569,994.6205138712785,loss,KO/TKO,1,0:47
93,UFC 9: Motor City Madness,"May. 17, 1996",Steve Nelmark,240 lbs.,"6' 0""",--,--,0,9,2,1,1.0,1,0,1,1,2-1-0,0,0,1825.0,1016.0,984.0,Tai Bowden,230 lbs.,"5' 11""",--,--,0,-9,-2,-1,0.0,0,1,1,0,1-1-0,0,0,1825.0,984.0,1016.0,win,KO/TKO,1,7:25
94,UFC 9: Motor City Madness,"May. 17, 1996",Mark Schultz,200 lbs.,"5' 9""",--,--,0,7,3,0,1.0,1,0,1,1,1-1-0,0,0,1825.0,1018.0971772525497,1027.7059644664714,Gary Goodridge,249 lbs.,"6' 3""",--,"Jan 17, 1966",0,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,1,6,4,23-22-1,1,0,1953.0,1027.7059644664714,998.1660622255363,win,KO/TKO,1,12:00
95,UFC 9: Motor City Madness,"May. 17, 1996",Dan Severn,250 lbs.,"6' 2""",--,"Jun 08, 1958",0,5.285714285714286,1,0.21428571428571427,0.8571428571428571,3,0,14,12,101-19-1,5,3,4580.0,1139.356414779787,1024.6507493987053,Ken Shamrock,205 lbs.,"6' 1""","72""","Feb 11, 1964",0,3.1666666666666665,0.75,0.75,0.6666666666666666,8,0,12,8,28-17-2,4,2,2568.0,1098.3607960769932,1027.6353075649665,win,S-DEC,3,3:00
96,UFC 10: The Tournament,"Jul. 12, 1996",Sam Adkins,225 lbs.,"6' 3""",--,"Apr 26, 1965",0,-2.5,-0.5,0,0.5,1,0,4,2,7-20-2,0,0,2128.0,1002.0382420489402,1003.3063627893844,Felix Lee Mitchell,--,--,--,--,0,-1,-1,-1,0.0,0,2,2,0,2-7-0,0,0,1825.0,971.3871548332725,1043.7944980945056,win,U-DEC,2,3:00
97,UFC 10: The Tournament,"Jul. 12, 1996",Mark Coleman,205 lbs.,"6' 1""","75""","Dec 20, 1964",0,33,3,2,1.0,1,0,1,1,16-10-0,1,1,2402.0,1020.3685619404346,1076.9622203641143,Gary Goodridge,249 lbs.,"6' 3""",--,"Jan 17, 1966",0,-0.5,-0.125,0.25,0.625,1,0,8,5,23-22-1,1,0,2009.0,1026.745051036064,1001.0068080045219,win,SUB,1,7:00
98,UFC 10: The Tournament,"Jul. 12, 1996",Don Frye,219 lbs.,"6' 1""",--,"Nov 23, 1965",0.25,9.875,0,-0.25,0.875,0,1,8,7,20-9-1 (1 NC),2,1,2064.0,1076.9622203641143,989.1526992288652,Mark Coleman,205 lbs.,"6' 1""","75""","Dec 20, 1964",0,29.333333333333332,2,0.6666666666666666,1.0,3,0,3,3,16-10-0,1,1,2402.0,1050.98006029189,1024.3652576829077,loss,KO/TKO,1,11:34
99,UFC 10: The Tournament,"Jul. 12, 1996",Don Frye,219 lbs.,"6' 1""",--,"Nov 23, 1965",0.2222222222222222,5.111111111111111,-0.3333333333333333,-0.4444444444444444,0.7777777777777778,0,2,9,7,20-9-1 (1 NC),3,1,2064.0,1059.7679231932395,997.9328834770763,Brian Johnston,230 lbs.,"6' 3""",--,--,0,-1,1,1,1.0,1,0,1,1,5-5-0,0,0,1825.0,1016.0,984.0,win,KO/TKO,1,4:37
100,UFC 10: The Tournament,"Jul. 12, 1996",Don Frye,219 lbs.,"6' 1""",--,"Nov 23, 1965",0.2,4.6,-0.2,-0.4,0.8,1,0,10,8,20-9-1 (1 NC),3,1,2064.0,1073.762930716364,998.3400943770563,Mark Hall,190 lbs.,"6' 0""",--,--,0,0.16666666666666666,-0.8333333333333334,-0.6666666666666666,0.6666666666666666,3,0,6,4,5-6-0,0,0,1825.0,1031.3423028464558,990.4416525539818,win,KO/TKO,1,10:21
101,UFC 10: The Tournament,"Jul. 12, 1996",Gary Goodridge,249 lbs.,"6' 3""",--,"Jan 17, 1966",0,-3.7777777777777777,-0.3333333333333333,0.2222222222222222,0.5555555555555556,0,1,9,5,23-22-1,1,0,2009.0,1010.4514358270106,1004.968515687296,John Campetella,235 lbs.,"5' 9""",--,--,0,0,0,0,0.0,0,1,1,0,0-1-0,0,0,1825.0,984.5185252107128,1026.745051036064,win,KO/TKO,1,1:28
102,UFC 10: The Tournament,"Jul. 12, 1996",Moti Horenstein,230 lbs.,"6' 4""",--,--,0,-25,-1,0,0.0,0,1,1,0,1-6-0,0,0,1825.0,985.682116857598,1050.98006029189,Mark Coleman,205 lbs.,"6' 1""","75""","Dec 20, 1964",0,30.25,2.25,1,1.0,4,0,4,4,16-10-0,2,2,2402.0,1068.1743574627646,1033.2159240604906,loss,KO/TKO,1,2:43
103,UFC 10: The Tournament,"Jul. 12, 1996",Brian Johnston,230 lbs.,"6' 3""",--,--,0,-0.5,0,0.5,0.5,0,1,2,1,5-5-0,0,0,1825.0,1002.0049924768755,1028.8814653581821,Scott Fiedler,235 lbs.,"6' 4""",--,--,0,1,-1,-1,0.0,0,1,1,0,0-1-0,0,0,1825.0,984.0,1016.0,win,KO/TKO,1,2:25
104,UFC 10: The Tournament,"Jul. 12, 1996",Geza Kalman,200 lbs.,"6' 1""",--,--,0,6,0,0.3333333333333333,0.3333333333333333,1,0,3,1,4-9-0,0,0,1825.0,989.4069643528676,1028.7505529802586,Dieusel Berto,200 lbs.,"5' 9""",--,--,0,-18,0,-1,0.0,0,1,1,0,0-3-0,0,0,1825.0,982.7191050267909,989.4069643528676,win,KO/TKO,1,5:57
105,UFC 11: The Proving Ground,"Sep. 20, 1996",David Abbott,265 lbs.,"6' 0""",--,--,0.5,1.625,0.75,-0.625,0.625,1,0,8,5,10-15-0,2,0,1825.0,1036.1035012128696,1019.2894993095972,Scott Ferrozzo,323 lbs.,"5' 11""",--,"Apr 26, 1965",0,2,2,0,0.0,0,2,2,0,4-2-0,0,0,2128.0,968.0676591404803,1008.3343238265209,loss,U-DEC,2,3:00
106,UFC 11: The Proving Ground,"Sep. 20, 1996",David Abbott,265 lbs.,"6' 0""",--,--,0.4444444444444444,-2.888888888888889,0.6666666666666666,-0.5555555555555556,0.5555555555555556,0,1,9,5,10-15-0,2,0,1825.0,1017.0097787578148,1015.7197084524792,Sam Adkins,225 lbs.,"6' 3""",--,"Apr 26, 1965",0,-2,-0.4,0,0.6,2,0,5,3,7-20-2,0,0,2275.0,1016.6303579133539,994.0040980252792,win,SUB,1,2:06
107,UFC 11: The Proving Ground,"Sep. 20, 1996",Mark Coleman,205 lbs.,"6' 1""","75""","Dec 20, 1964",0,29.2,2,0.8,1.0,5,0,5,5,16-10-0,2,2,2402.0,1080.4452619169253,1021.2549817290799,Brian Johnston,230 lbs.,"6' 3""",--,--,0,-0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0,3,2,5-5-0,0,0,1825.0,1017.1765733924732,1008.8637832669223,win,KO/TKO,1,2:20
108,UFC 11: The Proving Ground,"Sep. 20, 1996",Sam Fulton,--,--,--,--,0,0,0,0,0.0,0,1,1,0,0-2-0,0,0,1825.0,983.4090287365776,1003.7523528589574,Scott Ferrozzo,323 lbs.,"5' 11""",--,"Apr 26, 1965",0,10.75,1,0,0.5,2,0,4,2,4-2-0,0,0,2345.0,1003.7523528589574,1004.2718637868585,loss,SUB,1,1:45
109,UFC 11: The Proving Ground,"Sep. 20, 1996",Fabio Gurgel,205 lbs.,"6' 0""",--,--,0,-16,0,1,0.0,0,1,1,0,3-2-0,0,0,1825.0,983.9631192519745,1015.2360240618439,Jerry Bohlander,199 lbs.,"5' 11""",--,"Feb 12, 1974",0,1.6,-1.2,-0.6,0.6,1,0,5,3,11-4-0,0,0,869.0,1015.2360240618439,993.6055338289268,loss,U-DEC,1,15:00
110,UFC 11: The Proving Ground,"Sep. 20, 1996",Reza Nasri,205 lbs.,"5' 11""",--,--,0,-6,-1,0,0.0,0,1,1,0,0-1-0,0,0,1825.0,984.1868886157649,1019.8715306889308,Brian Johnston,230 lbs.,"6' 3""",--,--,0,-0.4,0.2,0.4,0.6,1,0,5,3,5-5-0,0,0,1825.0,1019.8715306889308,1020.8683308842468,loss,KO/TKO,1,0:28
111,UFC 11: The Proving Ground,"Sep. 20, 1996",Julian Sanchez,300 lbs.,"6' 3""",--,--,0,-7,-1,-2,0.0,0,1,1,0,0-1-0,0,0,1825.0,988.2075315066027,1105.3558844981,Mark Coleman,205 lbs.,"6' 1""","75""","Dec 20, 1964",0,22.714285714285715,1.7142857142857142,0.8571428571428571,1.0,7,0,7,7,16-10-0,2,2,2472.0,1105.3558844981,1014.0772656366711,loss,SUB,1,0:45
112,UFC 11: The Proving Ground,"Sep. 20, 1996",Roberto Traven,227 lbs.,"6' 3""",--,"Sep 16, 1968",0,0,0,0,1.0,1,0,1,1,6-4-1,0,0,1106.0,1016.0,984.0,Dave Berry,--,--,--,--,0,0,0,0,0.0,0,1,1,0,0-1-0,0,0,1825.0,984.0,1016.0,win,KO/TKO,1,1:33
113,UFC - Ultimate Ultimate '96,"Dec. 07, 1996",David Abbott,265 lbs.,"6' 0""",--,--,0.4,-1.8,0.7,-0.4,0.6,1,0,10,6,10-15-0,2,0,1825.0,1032.9923057891524,1014.212520695433,Don Frye,219 lbs.,"6' 1""",--,"Nov 23, 1965",0.18181818181818182,6.454545454545454,-0.09090909090909091,-0.36363636363636365,0.8181818181818182,2,0,11,9,20-9-1 (1 NC),3,1,2064.0,1087.8190385638202,1000.0624671608693,loss,SUB,1,1:22
